car_speed,ray_dist_0,ray_type_0,ray_dist_1,ray_type_1,ray_dist_2,ray_type_2,ray_dist_3,ray_type_3,ray_dist_4,ray_type_4,ray_dist_5,ray_type_5,ray_dist_6,ray_type_6,ray_dist_7,ray_type_7,ray_dist_8,ray_type_8,ray_dist_9,ray_type_9,ray_dist_10,ray_type_10,ray_dist_11,ray_type_11,ray_dist_12,ray_type_12,ray_dist_13,ray_type_13,ray_dist_14,ray_type_14,ray_dist_15,ray_type_15,ray_dist_16,ray_type_16,ray_dist_17,ray_type_17,ray_dist_18,ray_type_18,ray_dist_19,ray_type_19,accelerate,brake,steer_left,steer_right
1.07291,92.376,0,104.433,0,124.458,0,160,0,233.904,0,460.702,0,418.634,0,1000,-1,227.856,0,233.871,0,272.252,0,228.446,0,202.073,0,177.7,0,175.005,0,119.71,0,114.226,0,124.458,0,85.1342,0,81.2341,0,1,0,0,0
1.16754,92.376,0,104.433,0,124.458,0,160,0,233.904,0,460.702,0,417.467,0,1000,-1,226.866,0,232.503,0,272.252,0,228.446,0,202.073,0,177.7,0,176.821,0,120.953,0,115.412,0,124.458,0,85.1342,0,81.2341,0,1,0,0,0
1.26171,92.376,0,104.433,0,124.458,0,160,0,233.904,0,460.702,0,416.205,0,1000,-1,225.799,0,231.035,0,272.252,0,228.446,0,202.073,0,177.7,0,178.784,0,122.296,0,116.693,0,124.458,0,85.1342,0,81.2341,0,1,0,0,0
1.3554,92.376,0,104.433,0,124.458,0,160,0,233.904,0,460.702,0,414.85,0,1000,-1,224.655,0,229.468,0,272.252,0,228.446,0,202.073,0,177.7,0,180.893,0,123.738,0,118.069,0,124.458,0,85.1342,0,81.2341,0,1,0,0,0
1.44862,92.376,0,104.433,0,124.458,0,160,0,233.904,0,460.702,0,413.401,0,1000,-1,223.438,0,227.805,0,272.252,0,228.446,0,202.073,0,177.7,0,183.146,0,125.28,0,119.54,0,124.458,0,85.1342,0,81.2341,0,1,0,0,0
1.54138,92.376,0,104.433,0,124.458,0,160,0,233.904,0,460.702,0,411.86,0,1000,-1,222.147,0,226.049,0,272.252,0,228.446,0,202.073,0,177.7,0,185.544,0,126.92,0,121.105,0,124.458,0,85.1342,0,81.2341,0,1,0,0,0
1.63367,92.376,0,104.433,0,124.458,0,160,0,233.904,0,460.702,0,410.226,0,1000,-1,220.785,0,224.203,0,272.252,0,228.446,0,202.073,0,177.7,0,188.086,0,128.658,0,122.764,0,124.458,0,85.1342,0,81.2341,0,1,0,0,0
1.7255,92.376,0,104.433,0,124.458,0,160,0,233.904,0,460.702,0,408.5,0,1000,-1,219.351,0,222.269,0,272.252,0,228.446,0,202.073,0,177.7,0,190.77,0,130.495,0,124.516,0,124.458,0,85.1342,0,81.2341,0,1,0,0,0
1.81688,92.376,0,104.433,0,124.458,0,160,0,233.904,0,460.702,0,406.684,0,1000,-1,217.849,0,220.249,0,272.252,0,228.446,0,202.073,0,177.7,0,193.597,0,132.428,0,126.361,0,124.458,0,85.1342,0,81.2341,0,1,0,0,0
1.90779,92.376,0,104.433,0,124.458,0,160,0,233.904,0,460.702,0,404.776,0,1000,-1,216.279,0,218.147,0,272.252,0,228.446,0,202.073,0,177.7,0,196.565,0,134.458,0,128.299,0,124.458,0,85.1342,0,81.2341,0,1,0,0,0
